% Created by Marsyas
@relation MFCC.arff
@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Mean_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_ real
@attribute Std_Acc1000_Std_Mem40_MFCC12_Power_powerFFT_WinHamming_ real
@attribute output {newmetal,metal,rock,jazz,pop,hiphop,classical,reggae,blues,country,disco}


@data
-48.914501,3.396841,1.062909,1.441078,0.725965,0.872315,0.271726,-0.140478,0.374649,0.163418,0.053536,0.222550,0.296420,5.355833,0.964387,0.701576,0.565639,0.479483,0.361549,0.342687,0.430780,0.441029,0.378860,0.338867,0.388125,0.393666,35.148779,2.551504,0.971746,1.112458,0.598699,0.638717,0.353558,0.351532,0.569988,0.292643,0.321765,0.269575,0.410517,7.985285,0.778026,0.591549,0.450463,0.369146,0.279032,0.248967,0.332560,0.346009,0.283040,0.267891,0.301374,0.341494,blues
-50.298414,3.408328,0.817640,1.992298,0.423795,0.708492,0.367254,0.232532,0.360171,0.312763,0.087107,0.164282,0.276195,7.067996,1.119394,0.931199,0.675488,0.538139,0.413395,0.446891,0.429067,0.441904,0.339556,0.385752,0.388346,0.381789,36.141327,2.477046,0.956160,1.513021,0.462741,0.603981,0.450079,0.448196,0.441434,0.328155,0.300402,0.384027,0.431885,8.550757,0.869315,0.791662,0.539362,0.401818,0.309206,0.331575,0.318434,0.343208,0.264375,0.367623,0.317920,0.330140,blues
-44.692534,4.507511,-0.530881,1.992914,0.705035,0.161659,0.286486,0.467165,0.248461,0.391005,0.420463,0.288840,0.397352,6.946628,1.546250,0.987273,0.751766,0.550520,0.382803,0.375584,0.419146,0.421140,0.398439,0.319087,0.339842,0.329953,32.472012,3.626603,1.058651,1.569220,0.634115,0.263889,0.274215,0.380774,0.294019,0.356985,0.385465,0.317138,0.319723,7.042144,1.202319,0.743375,0.628047,0.454147,0.291427,0.284846,0.318813,0.333707,0.312467,0.240626,0.261878,0.243257,blues
-46.654941,3.900918,0.962202,1.669932,0.560994,0.919369,0.471569,-0.098798,0.506253,0.179246,0.053252,0.373095,0.440012,5.167720,0.966281,0.753096,0.598097,0.506907,0.417530,0.401658,0.435161,0.343752,0.366675,0.379155,0.391819,0.363435,33.431582,2.845915,0.813203,1.235242,0.499003,0.684992,0.414133,0.302121,0.432665,0.187178,0.242737,0.370776,0.401711,7.656615,0.832772,0.572115,0.443391,0.373301,0.316771,0.299788,0.332764,0.266285,0.275768,0.295592,0.306572,0.278509,blues
-44.198299,4.178611,0.058045,1.670250,0.860630,0.256739,0.537790,0.379684,0.291841,0.274360,0.359649,0.428625,0.274519,6.050782,1.195706,0.690846,0.684658,0.596471,0.405741,0.403007,0.442882,0.435472,0.458207,0.373524,0.376077,0.332030,31.793283,3.239033,0.613758,1.335177,0.754565,0.283621,0.465371,0.342867,0.345233,0.354018,0.290005,0.370635,0.244296,7.348417,1.022741,0.516910,0.545488,0.483786,0.313272,0.314817,0.343967,0.324538,0.354746,0.268938,0.269471,0.245510,blues
-43.635711,3.735123,0.868968,1.204272,0.787256,0.552889,0.630228,0.322487,0.220041,0.310073,0.150255,0.203389,0.017103,4.707717,1.192993,0.755461,0.725182,0.561501,0.522593,0.442874,0.492646,0.338736,0.330315,0.402815,0.357153,0.342815,31.348264,2.733266,0.726547,0.950902,0.633453,0.463285,0.508660,0.325492,0.195342,0.289934,0.236972,0.218514,0.178619,7.048148,0.884493,0.565745,0.539628,0.457085,0.389745,0.318691,0.367730,0.245687,0.243029,0.304193,0.261353,0.262576,blues
-44.347961,3.839927,0.421882,1.405418,1.022289,0.712023,0.619081,0.173586,0.030539,-0.039308,0.297557,0.303692,0.245191,5.279964,1.199054,0.645439,0.630048,0.578875,0.558381,0.409465,0.433602,0.407541,0.414708,0.442661,0.460336,0.429858,31.910516,3.036026,0.499818,1.107676,0.817395,0.753334,0.521191,0.267065,0.314317,0.162618,0.323710,0.431886,0.351637,7.215030,0.919878,0.487212,0.460265,0.477033,0.413127,0.296105,0.324233,0.296961,0.301834,0.337272,0.366722,0.353890,blues
-40.414004,2.578662,-0.132985,1.593344,0.615635,0.379379,0.453363,0.458085,0.303795,0.505229,0.287892,0.194535,0.296108,4.599718,0.809166,0.743398,0.714649,0.529231,0.478177,0.379339,0.327051,0.375933,0.318089,0.334941,0.311973,0.277624,29.033094,1.943938,0.501203,1.238097,0.620219,0.405668,0.380762,0.347832,0.287950,0.408981,0.253991,0.210909,0.249191,6.414374,0.600975,0.599408,0.517547,0.381049,0.353377,0.287945,0.232090,0.278161,0.229289,0.245666,0.222241,0.202247,blues
-45.738088,2.296203,1.515887,1.527510,1.023176,0.875636,0.837934,0.580546,0.237315,0.126848,0.431989,0.425319,-0.110366,4.534607,0.871434,0.548726,0.439916,0.376888,0.378150,0.351714,0.304547,0.273881,0.283377,0.240312,0.240784,0.317123,32.776004,1.663210,1.104907,1.128182,0.742344,0.657867,0.641884,0.447729,0.193864,0.165780,0.329738,0.317666,0.158041,7.550011,0.647143,0.399943,0.335476,0.284376,0.313032,0.284906,0.228820,0.200798,0.211852,0.182256,0.174388,0.227837,blues
-43.023666,3.827311,0.206928,0.491116,0.115896,0.340454,-0.020256,0.423240,0.273351,0.266098,0.412659,0.338590,0.141975,5.571334,1.311155,0.539191,0.532682,0.453053,0.360550,0.386248,0.376796,0.395828,0.445359,0.432932,0.392377,0.420657,30.853989,2.859728,0.360511,0.443088,0.252511,0.279533,0.221305,0.332586,0.307170,0.287130,0.349362,0.284509,0.193431,7.199826,1.002122,0.400993,0.431415,0.348916,0.257647,0.282429,0.274317,0.288400,0.336709,0.334613,0.287275,0.318272,blues
-41.272413,2.195423,1.231561,0.804067,-0.302381,0.353441,0.026945,0.491587,0.411130,0.405998,0.179603,0.078591,0.126651,4.144660,0.598283,0.447463,0.443282,0.415748,0.354134,0.356390,0.348337,0.335852,0.352094,0.438939,0.325387,0.363116,29.594285,1.592555,0.897932,0.594710,0.367428,0.299441,0.185320,0.387902,0.364981,0.354629,0.341041,0.198393,0.215029,6.720028,0.469977,0.324619,0.308709,0.300662,0.250842,0.257763,0.251879,0.237942,0.264433,0.344221,0.239504,0.265067,blues
-54.550387,5.273630,0.614501,1.195334,0.596965,0.722145,0.587608,0.263715,0.552818,0.250810,0.335038,0.489031,0.317029,5.658800,1.375503,0.666685,0.646266,0.550064,0.448960,0.379301,0.428461,0.346469,0.367117,0.325607,0.303748,0.293365,39.426640,3.842066,0.768921,0.998439,0.587325,0.689398,0.464041,0.290816,0.439492,0.377741,0.307686,0.427100,0.316302,8.546313,1.146240,0.549795,0.532818,0.442796,0.358537,0.291778,0.346231,0.265729,0.297977,0.255089,0.226895,0.213095,blues
-39.668942,2.101075,1.344123,1.193220,-0.244571,0.389992,-0.100572,0.373629,0.237206,0.494406,0.180149,0.273266,0.185155,3.458742,0.504970,0.457624,0.431809,0.324775,0.319546,0.339977,0.323462,0.283284,0.270471,0.315054,0.286511,0.285498,28.445675,1.507346,0.985906,0.857627,0.292771,0.334650,0.167356,0.283870,0.235715,0.365914,0.196677,0.218827,0.173014,6.473177,0.411928,0.338038,0.322414,0.234361,0.228618,0.239184,0.227440,0.205368,0.188040,0.225956,0.201835,0.210340,blues
-39.278078,2.136449,-0.127666,1.620484,0.116850,0.485074,0.202179,0.318668,0.222208,0.485278,0.447321,0.117746,0.144052,4.311318,0.792095,0.668152,0.708244,0.497866,0.474810,0.380400,0.350253,0.299345,0.317209,0.306561,0.297565,0.314947,28.101285,1.559974,0.371518,1.288450,0.308685,0.522760,0.268848,0.284744,0.262636,0.392775,0.330945,0.174225,0.171074,6.760827,0.576150,0.537654,0.527380,0.380384,0.355845,0.272850,0.261498,0.219825,0.229083,0.220127,0.213301,0.229994,blues
-40.874150,2.510994,1.146408,0.869564,0.268149,0.472224,-0.069841,0.543889,0.046016,0.517457,0.240914,0.290267,0.248929,3.720538,0.839996,0.506007,0.500353,0.400060,0.414092,0.361459,0.333801,0.343819,0.363471,0.324192,0.337108,0.347283,29.275681,1.865621,0.847745,0.699719,0.365445,0.410187,0.265338,0.467165,0.226008,0.479539,0.229330,0.267294,0.223988,6.864806,0.643456,0.363447,0.370324,0.298561,0.339534,0.271061,0.239681,0.266530,0.296633,0.235216,0.249225,0.264678,blues
-44.004128,1.085806,0.882252,1.667358,0.970548,0.928942,0.913199,0.936823,0.202144,-0.070545,0.432089,0.449699,-0.186403,4.019884,0.596479,0.562431,0.410218,0.375082,0.341305,0.338252,0.372050,0.338441,0.428930,0.354457,0.346707,0.368287,31.608293,0.966560,0.719062,1.209921,0.725662,0.704184,0.682458,0.730882,0.257414,0.321675,0.406076,0.413563,0.284864,7.194427,0.443039,0.436682,0.339952,0.267119,0.250840,0.244117,0.278840,0.251713,0.330544,0.265649,0.261657,0.271949,blues
-46.313406,3.769625,0.641349,1.333695,0.590214,0.622415,0.556322,0.415729,0.302981,0.253744,0.450976,0.323484,0.228218,4.875144,1.092014,0.577866,0.570229,0.449101,0.391648,0.325633,0.331330,0.305636,0.398857,0.355998,0.386403,0.345782,33.625270,3.138422,0.638911,1.056832,0.460743,0.544570,0.465806,0.347769,0.339533,0.330929,0.432765,0.336559,0.276877,7.217819,0.850307,0.512609,0.460537,0.346327,0.305583,0.243769,0.259207,0.233829,0.320542,0.257768,0.291308,0.289728,blues
-40.178086,1.766976,0.484416,1.825142,0.213160,0.616017,0.231946,0.315908,0.455736,0.504589,0.494587,0.124515,0.235177,4.380482,0.719742,0.496902,0.547748,0.548707,0.447346,0.309014,0.315899,0.333175,0.314272,0.328798,0.308668,0.321324,28.743807,1.377585,0.529576,1.330582,0.616975,0.530994,0.243738,0.266473,0.461783,0.403110,0.380865,0.201973,0.242211,6.890952,0.517552,0.408735,0.436103,0.399027,0.320064,0.220951,0.231003,0.249584,0.242827,0.240811,0.235462,0.237524,blues
-38.429559,2.492743,0.076667,1.816795,-0.001714,0.243250,0.079160,0.353033,0.399789,0.657236,0.307641,0.087012,0.078843,3.428947,0.678293,0.421826,0.489765,0.381123,0.339287,0.342449,0.362160,0.366144,0.347855,0.378921,0.375733,0.295993,27.523965,1.823760,0.236413,1.341284,0.210711,0.269398,0.196924,0.381101,0.435442,0.521335,0.330240,0.233359,0.167171,6.414755,0.530381,0.311003,0.388173,0.278365,0.241680,0.253783,0.291366,0.283853,0.265785,0.296617,0.290919,0.216273,blues
-47.706077,3.697838,0.466244,1.335558,0.581681,0.768261,0.094756,-0.096005,0.625075,0.408857,0.231511,0.482767,0.558508,5.984777,1.043599,0.913054,0.770778,0.555326,0.449580,0.478220,0.418995,0.401313,0.430721,0.356061,0.359035,0.386698,34.473959,2.731595,0.733905,1.142273,0.560835,0.581539,0.318853,0.296921,0.471483,0.390608,0.211721,0.406790,0.466855,7.253459,0.805425,0.687491,0.636413,0.410109,0.332170,0.365407,0.315061,0.290983,0.327645,0.261771,0.269974,0.289365,blues
-46.551690,3.909326,0.593763,2.139507,0.455532,0.968602,0.297946,0.351450,0.309227,0.445133,-0.265199,0.057831,0.225568,5.990404,0.977976,0.953367,0.633950,0.420535,0.395803,0.403979,0.425998,0.378440,0.340164,0.385143,0.387296,0.383938,33.405052,2.841865,0.869933,1.558628,0.399240,0.719427,0.286879,0.382794,0.295161,0.346390,0.271554,0.312236,0.262293,7.936497,0.820381,0.728377,0.499444,0.320228,0.297046,0.307713,0.334330,0.288663,0.253726,0.279740,0.282157,0.276930,blues
-41.480273,2.297491,0.827983,0.898394,0.325877,0.420609,0.296909,0.499870,0.032553,0.282793,0.086854,0.138282,0.434696,4.093493,1.004383,0.485472,0.553200,0.385481,0.455333,0.462379,0.407350,0.388977,0.402306,0.406516,0.409525,0.358868,29.710392,1.682083,0.660733,0.686164,0.280362,0.359401,0.284855,0.391133,0.195227,0.264225,0.217263,0.257525,0.346068,6.886163,0.721655,0.353057,0.417326,0.283293,0.343267,0.333212,0.293710,0.290946,0.289576,0.290683,0.308328,0.261248,blues
-38.208161,1.511242,0.189464,1.169708,0.622648,0.397332,0.159989,0.183508,0.736809,0.338860,0.356836,0.148837,0.055189,3.806825,0.544076,0.489569,0.518863,0.496187,0.431391,0.366332,0.320437,0.356838,0.385061,0.313191,0.369126,0.325469,27.382643,1.095705,0.216976,0.881223,0.522270,0.419993,0.344042,0.235862,0.559503,0.329596,0.278007,0.225729,0.262615,6.342023,0.405378,0.362623,0.375807,0.365970,0.322253,0.271153,0.226569,0.254490,0.287282,0.222588,0.266460,0.241576,blues
-46.013699,4.530573,0.255576,1.558880,0.748472,0.646253,0.732042,0.250286,0.218989,0.270906,0.396826,0.516684,0.424732,4.665205,1.024812,0.544958,0.498749,0.360911,0.334766,0.342007,0.310631,0.343616,0.349890,0.320036,0.284690,0.292886,32.996505,3.275286,0.369925,1.137300,0.568218,0.549515,0.540306,0.251296,0.320439,0.252082,0.340892,0.401665,0.318938,7.784156,0.863495,0.404889,0.432639,0.289767,0.270262,0.252395,0.236290,0.251646,0.250681,0.227343,0.202525,0.207545,blues
